date,electricity_consumption,water_consumption
2025-02-06,119.87,56.42
2025-02-07,122.12,57.53
2025-02-08,121.44,54.85
2025-02-09,120.11,56.08
2025-02-10,115.95,52.43
2025-02-11,112.5,50.69
2025-02-12,116.01,51.84
2025-02-13,122.62,55.95
2025-02-14,120.97,46.48
2025-02-15,127.69,48.76
2025-02-16,116.85,46.53
2025-02-17,118.17,56.92
2025-02-18,115.7,54.79
2025-02-19,112.62,58.56
2025-02-20,124.6,57.96
2025-02-21,124.04,56.67
2025-02-22,123.9,58.73
2025-02-23,125.35,58.04
2025-02-24,115.2,52.72
2025-02-25,115.56,52.28
2025-02-26,116.93,56.01
2025-02-27,125.59,59.04
2025-02-28,124.65,62.93
2025-03-01,127.18,60.13
2025-03-02,119.64,57.61
2025-03-03,117.43,57.36
2025-03-04,114.12,53.89
2025-03-05,123.8,50.13
2025-03-06,126.0,57.91
2025-03-07,130.34,57.77
2025-03-08,125.82,56.71
2025-03-09,130.03,59.44
2025-03-10,116.94,54.39
2025-03-11,115.17,58.03
2025-03-12,121.15,57.45
2025-03-13,125.42,56.59
2025-03-14,127.1,58.13
2025-03-15,129.27,57.82
2025-03-16,125.1,59.69
2025-03-17,118.12,56.81
2025-03-18,113.07,55.49
2025-03-19,117.42,58.02
2025-03-20,122.59,55.49
2025-03-21,129.79,60.84
2025-03-22,125.83,61.49
2025-03-23,125.98,56.82
2025-03-24,116.1,51.88
2025-03-25,116.81,58.89
2025-03-26,114.25,55.82
2025-03-27,126.17,60.71
2025-03-28,128.61,59.16
2025-03-29,125.23,58.25
2025-03-30,128.32,57.09
2025-03-31,125.0,55.08
2025-04-01,119.6,53.95
2025-04-02,123.9,56.69
2025-04-03,122.9,58.49
2025-04-04,130.35,59.8
2025-04-05,126.22,60.18
2025-04-06,129.09,57.02
2025-04-07,125.31,58.6
2025-04-08,117.48,57.32
2025-04-09,120.83,61.45
2025-04-10,127.59,57.83
2025-04-11,118.63,56.8
2025-04-12,118.78,55.11
2025-04-13,115.28,59.59
2025-04-14,125.56,59.03
2025-04-15,123.12,55.59
2025-04-16,124.96,54.35
2025-04-17,125.23,59.75
2025-04-18,134.5,60.78
2025-04-19,129.38,61.64
2025-04-20,132.44,60.31
2025-04-21,126.75,58.32
2025-04-22,119.44,57.37
2025-04-23,126.07,57.95
2025-04-24,134.08,60.99
2025-04-25,132.22,63.11
2025-04-26,133.41,62.23
2025-04-27,133.45,62.99
2025-04-28,128.96,59.44
2025-04-29,123.83,59.98
2025-04-30,124.12,58.07
2025-05-01,130.59,57.98
2025-05-02,130.6,58.75
2025-05-03,130.26,62.69
2025-05-04,132.72,61.51
2025-05-05,127.31,56.69
2025-05-06,126.5,59.73
2025-05-07,131.66,62.18
2025-05-08,134.28,59.0
2025-05-09,144.4,65.16
2025-05-10,138.86,65.42
2025-05-11,141.92,65.55
2025-05-12,119.35,59.2
2025-05-13,117.34,57.04
2025-05-14,121.84,54.69
2025-05-15,132.75,64.64
2025-05-16,130.37,63.44
2025-05-17,136.7,64.7
2025-05-18,135.98,62.82
2025-05-19,137.33,63.26
2025-05-20,125.43,60.65
2025-05-21,132.5,67.07
2025-05-22,141.4,65.92
2025-05-23,138.75,66.57
2025-05-24,137.07,63.95
2025-05-25,143.37,64.01
2025-05-26,132.78,61.96
2025-05-27,136.04,63.53
2025-05-28,126.61,59.04
2025-05-29,144.7,64.15
2025-05-30,140.25,66.02
2025-05-31,143.79,68.68
2025-06-01,141.34,66.26
2025-06-02,134.95,62.47
2025-06-03,132.52,62.07
2025-06-04,139.68,63.65
2025-06-05,144.54,67.9
2025-06-06,139.4,64.01
2025-06-07,144.64,67.34
2025-06-08,144.8,63.05
2025-06-09,143.17,66.32
2025-06-10,132.39,64.14
2025-06-11,134.08,64.61
2025-06-12,141.28,66.42
2025-06-13,142.01,66.76
2025-06-14,143.97,66.12
2025-06-15,142.43,68.5
2025-06-16,146.68,64.36
2025-06-17,129.13,68.78
2025-06-18,132.6,62.76
2025-06-19,144.73,64.47
2025-06-20,137.7,63.94
2025-06-21,140.64,62.86
2025-06-22,143.76,68.59
2025-06-23,132.66,62.43
2025-06-24,131.62,62.22
2025-06-25,137.79,62.34
2025-06-26,129.21,64.18
2025-06-27,133.95,65.31
2025-06-28,129.41,63.5
2025-06-29,137.43,66.29
2025-06-30,138.43,64.89
2025-07-01,130.8,63.01
2025-07-02,135.98,61.68
2025-07-03,142.09,66.18
2025-07-04,144.86,67.86
2025-07-05,136.74,64.48
2025-07-06,143.77,64.75
2025-07-07,134.98,63.45
2025-07-08,126.08,62.46
2025-07-09,129.24,61.98
2025-07-10,134.16,66.27
2025-07-11,142.76,66.08
2025-07-12,142.42,63.88
2025-07-13,135.81,67.18
2025-07-14,131.55,63.5
2025-07-15,126.12,56.69
2025-07-16,134.32,62.87
2025-07-17,131.62,65.02
2025-07-18,138.59,63.87
2025-07-19,133.95,64.4
2025-07-20,135.0,64.34
2025-07-21,132.93,60.25
2025-07-22,125.49,59.16
2025-07-23,128.7,64.48
2025-07-24,136.08,61.2
2025-07-25,132.51,61.19
2025-07-26,133.17,62.17
2025-07-27,131.31,59.71
2025-07-28,133.1,59.99
2025-07-29,119.28,54.89
2025-07-30,124.25,56.36
2025-07-31,125.58,59.36
2025-08-01,129.32,58.47
2025-08-02,119.52,60.79
2025-08-03,130.57,63.18
2025-08-04,126.11,58.11
2025-08-05,118.8,52.75
2025-08-06,121.96,54.65
2025-08-07,128.77,61.46
2025-08-08,130.88,61.05
2025-08-09,123.94,58.32
2025-08-10,120.87,59.88
2025-08-11,121.45,57.51
2025-08-12,117.31,55.02
2025-08-13,117.5,56.29
2025-08-14,125.71,55.04
2025-08-15,124.48,54.65
2025-08-16,123.09,56.3
2025-08-17,123.83,59.6
2025-08-18,120.9,56.17
2025-08-19,115.41,54.99
2025-08-20,122.67,54.64
2025-08-21,123.54,56.24
2025-08-22,122.16,60.07
2025-08-23,117.84,55.98
2025-08-24,115.48,58.73
2025-08-25,114.25,57.33
2025-08-26,108.63,53.0
2025-08-27,118.18,49.49
2025-08-28,116.77,56.27
2025-08-29,117.67,56.25
2025-08-30,116.87,56.06
2025-08-31,116.4,52.58
2025-09-01,108.93,55.38
2025-09-02,106.39,48.93
2025-09-03,104.88,51.77
2025-09-04,113.9,56.75
2025-09-05,117.15,53.13
2025-09-06,114.65,53.39
2025-09-07,116.67,50.39
2025-09-08,106.47,50.85
2025-09-09,99.39,47.99
2025-09-10,111.89,42.62
2025-09-11,114.65,50.78
2025-09-12,113.81,52.83
2025-09-13,116.36,52.25
2025-09-14,111.1,52.36
2025-09-15,107.76,51.12
2025-09-16,99.15,47.88
2025-09-17,95.98,48.8
2025-09-18,113.83,49.05
2025-09-19,110.53,50.61
2025-09-20,111.31,55.24
2025-09-21,110.12,48.49
2025-09-22,107.95,49.51
2025-09-23,94.81,46.83
2025-09-24,104.4,48.29
2025-09-25,113.1,49.89
2025-09-26,109.74,50.61
2025-09-27,115.5,59.72
2025-09-28,109.08,59.72
2025-09-29,114.78,54.53
2025-09-30,105.31,45.87
2025-10-01,101.28,50.86
2025-10-02,108.9,48.94
2025-10-03,110.89,53.35
2025-10-04,111.3,48.54
2025-10-05,106.2,51.25
2025-10-06,110.41,48.94
2025-10-07,103.45,46.1
2025-10-08,103.98,45.54
2025-10-09,118.95,58.24
2025-10-10,121.82,57.52
2025-10-11,117.6,58.59
2025-10-12,112.45,49.55
2025-10-13,105.57,46.12
2025-10-14,103.25,46.39
2025-10-15,108.54,50.17
2025-10-16,110.86,51.26
2025-10-17,112.7,54.27
2025-10-18,115.75,48.61
2025-10-19,112.95,52.92
2025-10-20,109.13,51.08
2025-10-21,106.16,47.45
2025-10-22,100.04,48.36
2025-10-23,118.87,51.82
2025-10-24,114.39,50.01
2025-10-25,116.19,56.27
2025-10-26,113.76,50.31
2025-10-27,108.92,50.63
2025-10-28,102.05,43.06
2025-10-29,111.16,51.11
2025-10-30,115.12,53.17
2025-10-31,112.69,50.76
2025-11-01,120.08,52.21
2025-11-02,115.42,51.12
2025-11-03,110.46,52.19
2025-11-04,106.52,49.68
2025-11-05,110.48,49.32
2025-11-06,127.33,63.02
2025-11-07,126.26,61.87
2025-11-08,128.38,62.49
2025-11-09,121.98,52.86
2025-11-10,117.49,50.48
2025-11-11,115.35,52.17
2025-11-12,110.91,51.67
2025-11-13,117.46,52.66
2025-11-14,117.73,50.08
2025-11-15,115.83,54.74
2025-11-16,126.38,55.29
2025-11-17,116.92,51.77
2025-11-18,110.92,50.43
2025-11-19,116.68,52.43
2025-11-20,121.43,53.41
2025-11-21,120.3,52.88
2025-11-22,122.49,55.27
2025-11-23,122.82,57.62
2025-11-24,114.47,54.28
2025-11-25,118.47,49.91
2025-11-26,118.08,54.98
2025-11-27,127.4,55.42
2025-11-28,130.57,56.7
2025-11-29,129.94,56.09
2025-11-30,127.13,50.93
2025-12-01,121.76,51.31
2025-12-02,119.53,51.8
2025-12-03,120.95,52.58
2025-12-04,129.68,54.17
2025-12-05,132.95,58.66
2025-12-06,128.29,57.11
2025-12-07,134.04,57.08
2025-12-08,124.23,58.19
2025-12-09,121.15,54.2
2025-12-10,129.11,54.43
2025-12-11,137.18,60.12
2025-12-12,132.42,59.25
2025-12-13,138.16,56.69
2025-12-14,132.22,61.83
2025-12-15,133.26,56.85
2025-12-16,120.92,57.23
2025-12-17,123.11,54.16
2025-12-18,133.49,60.15
2025-12-19,137.72,63.67
2025-12-20,140.3,61.81
2025-12-21,137.71,58.36
2025-12-22,138.86,68.81
2025-12-23,133.66,63.31
2025-12-24,122.72,55.9
2025-12-25,130.14,57.93
2025-12-26,124.36,63.38
2025-12-27,140.0,60.44
2025-12-28,137.14,61.39
2025-12-29,131.9,59.21
2025-12-30,132.48,57.44
2025-12-31,127.95,54.32
2026-01-01,109.98,49.24
2026-01-02,117.37,50.99
2026-01-03,114.27,56.97
2026-01-04,117.68,51.45
2026-01-05,116.41,50.99
2026-01-06,111.76,50.28
2026-01-07,107.26,52.84
2026-01-08,105.72,51.57
2026-01-09,115.0,54.95
2026-01-10,116.59,53.73
2026-01-11,116.83,54.57
2026-01-12,119.21,53.04
2026-01-13,110.55,52.56
2026-01-14,111.52,49.51
2026-01-15,110.78,49.88
2026-01-16,117.89,62.58
2026-01-17,120.35,65.67
2026-01-18,119.99,63.81
2026-01-19,116.02,53.18
2026-01-20,115.18,50.65
2026-01-21,108.06,50.9
2026-01-22,115.18,49.69
2026-01-23,118.97,55.86
2026-01-24,120.86,52.42
2026-01-25,118.37,52.28
2026-01-26,118.26,52.69
2026-01-27,118.08,57.89
2026-01-28,114.33,53.89
2026-01-29,113.96,51.07
2026-01-30,122.02,55.19
2026-01-31,119.36,56.11
2026-02-01,120.53,54.2
2026-02-02,126.99,58.05
2026-02-03,110.03,54.34
2026-02-04,110.56,51.19
2026-02-05,111.53,53.59
2026-02-06,123.14,55.69
2026-02-07,120.62,55.28
2026-02-08,125.19,57.06
2026-02-09,123.63,56.7
2026-02-10,114.81,55.21
2026-02-11,108.67,53.74
2026-02-12,112.33,52.14
2026-02-13,128.63,55.86
2026-02-14,123.81,56.2
2026-02-15,125.32,59.06
2026-02-16,117.53,61.98
2026-02-17,119.23,54.82
2026-02-18,111.91,51.43
2026-02-19,114.96,55.43
2026-02-20,120.67,56.94
2026-02-21,122.25,56.07
2026-02-22,121.73,60.62
2026-02-23,120.67,59.84
2026-02-24,120.02,53.36
2026-02-25,115.04,52.85
2026-02-26,117.33,48.14
2026-02-27,121.19,60.61
2026-02-28,128.67,54.18
2026-03-01,125.6,53.83
2026-03-02,139.66,59.77
2026-03-03,135.52,56.38
2026-03-04,127.37,51.93
2026-03-05,119.31,50.86
2026-03-06,121.69,59.13
2026-03-07,128.45,60.01
2026-03-08,124.87,59.55
2026-03-09,123.51,55.67
2026-03-10,123.77,55.29
2026-03-11,117.38,54.59
2026-03-12,114.2,54.97
2026-03-13,132.44,56.98
2026-03-14,127.01,58.96
2026-03-15,119.3,57.27
2026-03-16,120.64,53.5
2026-03-17,122.11,53.5
2026-03-18,109.76,53.06
2026-03-19,114.04,57.35
2026-03-20,128.9,63.06
2026-03-21,127.26,55.48
2026-03-22,123.95,62.56
2026-03-23,129.41,60.56
2026-03-24,121.25,54.91
2026-03-25,119.87,55.34
2026-03-26,120.62,55.23
2026-03-27,125.08,57.43
2026-03-28,129.25,61.46
2026-03-29,129.53,61.12
2026-03-30,127.6,62.02
2026-03-31,119.45,56.56
2026-04-01,116.4,54.95
2026-04-02,119.28,62.07
2026-04-03,129.52,57.62
2026-04-04,124.12,56.99
2026-04-05,126.11,56.16
2026-04-06,132.03,56.07
2026-04-07,119.11,56.25
2026-04-08,114.75,54.24
2026-04-09,117.53,54.29
2026-04-10,124.07,62.73
2026-04-11,130.54,59.58
2026-04-12,126.17,60.41
2026-04-13,131.36,60.74
2026-04-14,126.82,60.43
2026-04-15,124.56,57.86
2026-04-16,122.35,56.7
2026-04-17,129.54,61.61
2026-04-18,128.26,61.95
2026-04-19,133.12,58.13
2026-04-20,149.06,65.69
2026-04-21,144.73,62.35
2026-04-22,137.73,63.67
2026-04-23,118.69,61.34
2026-04-24,135.06,59.97
2026-04-25,133.7,58.84
2026-04-26,129.52,59.59
2026-04-27,134.93,59.98
2026-04-28,125.1,60.28
2026-04-29,127.28,57.54
2026-04-30,124.49,59.0
2026-05-01,136.69,58.45
2026-05-02,134.66,62.46
2026-05-03,132.26,59.82
2026-05-04,135.58,61.29
2026-05-05,130.53,61.98
2026-05-06,121.98,56.6
2026-05-07,127.22,59.97
2026-05-08,128.26,64.51
2026-05-09,140.27,63.19
2026-05-10,139.97,60.26
2026-05-11,135.45,63.41
2026-05-12,133.59,61.48
2026-05-13,128.98,62.57
2026-05-14,128.12,58.33
2026-05-15,140.1,63.49
2026-05-16,135.57,58.71
2026-05-17,134.94,68.35
2026-05-18,137.82,65.64
2026-05-19,133.87,61.73
2026-05-20,126.57,60.77
2026-05-21,129.55,61.89
2026-05-22,136.96,64.3
2026-05-23,142.36,65.22
2026-05-24,139.04,63.4
2026-05-25,145.87,68.0
2026-05-26,132.57,61.64
2026-05-27,133.36,62.09
2026-05-28,131.9,59.0
2026-05-29,141.31,60.64
2026-05-30,141.25,66.46
2026-05-31,138.9,65.97
2026-06-01,143.81,63.95
2026-06-02,144.41,65.4
2026-06-03,129.57,64.81
2026-06-04,134.5,66.28
2026-06-05,136.85,65.05
2026-06-06,141.45,69.17
2026-06-07,139.76,64.55
2026-06-08,138.26,66.8
2026-06-09,133.75,67.36
2026-06-10,139.71,62.7
2026-06-11,132.31,64.66
2026-06-12,139.36,64.86
2026-06-13,140.62,68.33
2026-06-14,157.38,70.12
2026-06-15,129.56,65.33
2026-06-16,131.56,66.81
2026-06-17,123.29,61.84
2026-06-18,137.72,66.05
2026-06-19,148.6,67.43
2026-06-20,148.56,70.29
2026-06-21,147.87,64.79
2026-06-22,143.04,66.4
2026-06-23,141.41,63.32
2026-06-24,133.26,62.26
2026-06-25,136.35,61.66
2026-06-26,143.59,65.4
2026-06-27,142.88,67.92
2026-06-28,138.04,68.68
2026-06-29,140.62,69.87
2026-06-30,141.99,64.47
2026-07-01,125.32,62.57
2026-07-02,135.28,64.16
2026-07-03,139.33,66.82
2026-07-04,141.21,60.18
2026-07-05,138.18,61.5
2026-07-06,138.44,68.29
2026-07-07,134.52,63.18
2026-07-08,128.49,62.74
2026-07-09,123.29,56.73
2026-07-10,127.77,60.01
2026-07-11,130.47,65.34
2026-07-12,145.1,63.58
2026-07-13,143.8,67.29
2026-07-14,130.97,59.53
2026-07-15,125.05,60.57
2026-07-16,129.21,61.25
2026-07-17,135.14,64.98
2026-07-18,128.55,63.92
2026-07-19,126.75,63.67
2026-07-20,128.6,63.87
2026-07-21,126.67,62.25
2026-07-22,127.54,55.52
2026-07-23,129.73,63.17
2026-07-24,136.07,65.39
2026-07-25,136.77,63.05
2026-07-26,134.63,58.59
2026-07-27,131.45,63.93
2026-07-28,130.18,59.23
2026-07-29,116.24,60.61
2026-07-30,124.61,60.07
2026-07-31,129.76,62.46
2026-08-01,130.39,59.65
2026-08-02,131.19,60.03
2026-08-03,127.76,63.13
2026-08-04,117.01,58.07
2026-08-05,112.71,54.09
2026-08-06,119.4,57.33
2026-08-07,126.46,60.19
2026-08-08,127.13,59.49
2026-08-09,128.26,54.7
2026-08-10,125.11,57.75
2026-08-11,120.95,56.75
2026-08-12,118.12,55.68
2026-08-13,120.37,53.54
2026-08-14,122.87,59.46
2026-08-15,122.39,57.81
2026-08-16,121.87,53.89
2026-08-17,122.41,59.9
2026-08-18,117.09,50.91
2026-08-19,115.55,56.41
2026-08-20,120.88,52.44
2026-08-21,119.1,57.31
2026-08-22,124.29,55.89
2026-08-23,116.29,51.57
2026-08-24,117.32,55.61
2026-08-25,115.04,51.19
2026-08-26,107.27,52.2
2026-08-27,109.32,51.88
2026-08-28,118.84,53.1
2026-08-29,120.59,60.46
2026-08-30,117.11,53.24
2026-08-31,116.87,54.97
2026-09-01,115.86,49.48
2026-09-02,106.45,48.66
2026-09-03,105.42,50.58
2026-09-04,113.45,54.13
2026-09-05,111.92,54.9
2026-09-06,116.04,55.08
2026-09-07,112.54,52.41
2026-09-08,114.38,52.11
2026-09-09,106.84,47.16
2026-09-10,106.72,50.61
2026-09-11,109.86,52.45
2026-09-12,111.84,51.62
2026-09-13,117.35,48.94
2026-09-14,110.93,50.48
2026-09-15,112.34,49.77
2026-09-16,96.43,46.3
2026-09-17,102.24,45.3
2026-09-18,112.49,52.74
2026-09-19,111.57,51.66
2026-09-20,108.71,51.44
2026-09-21,115.34,50.98
2026-09-22,102.95,51.86
2026-09-23,102.52,47.14
2026-09-24,111.93,49.59
2026-09-25,118.12,51.39
2026-09-26,118.78,55.77
2026-09-27,118.87,54.55
2026-09-28,109.69,51.97
2026-09-29,106.5,50.76
2026-09-30,98.63,45.07
2026-10-01,99.33,51.42
2026-10-02,109.15,49.83
2026-10-03,108.87,50.72
2026-10-04,105.29,52.16
2026-10-05,112.04,52.07
2026-10-06,103.81,50.81
2026-10-07,103.76,46.44
2026-10-08,108.11,44.84
2026-10-09,109.24,51.39
2026-10-10,109.81,51.63
2026-10-11,110.66,50.38
2026-10-12,114.55,51.94
2026-10-13,104.77,50.92
2026-10-14,104.01,45.05
2026-10-15,109.13,47.35
2026-10-16,112.24,50.95
2026-10-17,115.93,51.22
2026-10-18,117.38,50.73
2026-10-19,111.29,51.92
2026-10-20,107.0,49.55
2026-10-21,102.54,44.39
2026-10-22,108.45,49.98
2026-10-23,118.62,50.16
2026-10-24,110.08,53.31
2026-10-25,116.88,50.3
2026-10-26,114.32,47.85
2026-10-27,107.33,50.01
2026-10-28,111.39,48.15
2026-10-29,109.95,48.72
2026-10-30,119.7,55.24
2026-10-31,114.33,48.54
2026-11-01,113.96,54.28
2026-11-02,114.38,51.99
2026-11-03,109.52,49.38
2026-11-04,106.28,50.18
2026-11-05,110.09,48.69
2026-11-06,115.66,52.12
2026-11-07,116.31,49.06
2026-11-08,120.15,52.29
2026-11-09,117.72,54.53
2026-11-10,116.77,52.14
2026-11-11,105.56,49.44
2026-11-12,107.51,47.35
2026-11-13,122.4,51.93
2026-11-14,118.78,55.69
2026-11-15,117.74,52.26
2026-11-16,125.45,53.92
2026-11-17,114.36,54.21
2026-11-18,112.55,46.07
2026-11-19,113.95,50.99
2026-11-20,122.87,57.69
2026-11-21,122.52,55.73
2026-11-22,129.0,56.58
2026-11-23,129.71,59.01
2026-11-24,116.38,54.79
2026-11-25,117.84,48.73
2026-11-26,116.87,50.82
2026-11-27,122.77,55.66
2026-11-28,127.24,53.0
2026-11-29,120.76,57.3
2026-11-30,127.38,56.54
2026-12-01,122.02,56.5
2026-12-02,114.48,51.9
2026-12-03,126.91,51.86
2026-12-04,129.58,56.0
2026-12-05,121.8,53.18
2026-12-06,121.57,55.04
2026-12-07,119.53,52.84
2026-12-08,126.89,57.39
2026-12-09,119.39,54.62
2026-12-10,129.32,53.97
2026-12-11,130.72,57.75
2026-12-12,127.28,57.09
2026-12-13,121.97,57.18
2026-12-14,121.14,56.2
2026-12-15,111.51,50.36
2026-12-16,122.39,57.64
2026-12-17,131.0,56.8
2026-12-18,133.91,59.3
2026-12-19,138.06,56.17
2026-12-20,134.81,56.66
2026-12-21,140.51,58.28
2026-12-22,129.12,55.73
2026-12-23,121.47,54.84
2026-12-24,134.09,59.29
2026-12-25,137.78,60.92
2026-12-26,130.94,61.65
2026-12-27,134.35,59.41
2026-12-28,138.14,60.39
2026-12-29,135.53,59.94
2026-12-30,133.53,56.14
2026-12-31,138.71,55.68
2027-01-01,108.93,52.81
2027-01-02,112.32,53.31
2027-01-03,114.57,53.43
2027-01-04,118.68,54.58
2027-01-05,113.73,53.54
2027-01-06,112.73,48.31
2027-01-07,105.96,49.8
2027-01-08,102.69,49.02
2027-01-09,117.89,52.39
2027-01-10,115.08,53.02
2027-01-11,115.84,56.75
2027-01-12,116.8,53.96
2027-01-13,111.94,47.35
2027-01-14,102.31,49.17
2027-01-15,104.63,49.87
2027-01-16,119.6,53.9
2027-01-17,117.61,53.25
2027-01-18,113.47,53.17
2027-01-19,113.35,55.02
2027-01-20,113.8,51.16
2027-01-21,108.74,52.87
2027-01-22,106.81,51.35
2027-01-23,118.88,54.66
2027-01-24,120.31,55.48
2027-01-25,118.49,57.51
2027-01-26,117.72,52.94
2027-01-27,119.15,57.69
2027-01-28,116.36,51.32
2027-01-29,112.95,52.97
2027-01-30,116.28,57.08
2027-01-31,118.9,54.87
2027-02-01,122.63,57.29
2027-02-02,123.77,56.68
2027-02-03,110.47,56.06
2027-02-04,108.3,50.4
2027-02-05,107.66,53.55
2027-02-06,121.89,56.26
2027-02-07,121.62,55.16
2027-02-08,120.72,58.11
2027-02-09,125.49,55.4
2027-02-10,113.81,54.37
2027-02-11,113.81,53.11
2027-02-12,115.45,55.49
2027-02-13,120.45,56.42
2027-02-14,123.32,54.8
2027-02-15,122.96,56.89
2027-02-16,124.3,58.81
2027-02-17,115.15,57.96
2027-02-18,111.84,52.82
2027-02-19,116.01,49.97
2027-02-20,125.38,58.57
2027-02-21,123.76,52.89
2027-02-22,123.8,57.41
2027-02-23,130.08,57.69
2027-02-24,117.67,53.64
2027-02-25,113.53,55.08
2027-02-26,112.88,53.91
2027-02-27,124.35,61.99
2027-02-28,140.04,62.12
2027-03-01,138.66,58.66
2027-03-02,133.25,59.98
2027-03-03,116.29,51.07
2027-03-04,109.62,51.1
2027-03-05,113.01,50.43
2027-03-06,126.69,58.52
2027-03-07,124.54,58.6
2027-03-08,142.14,67.69
2027-03-09,134.6,62.61
2027-03-10,136.28,61.95
2027-03-11,117.08,55.89
2027-03-12,113.05,53.19
2027-03-13,124.64,57.65
2027-03-14,126.71,60.94
2027-03-15,122.84,59.52
2027-03-16,125.13,60.82
2027-03-17,120.99,57.67
2027-03-18,116.58,52.68
2027-03-19,118.9,57.46
2027-03-20,125.94,58.95
2027-03-21,128.0,61.79
2027-03-22,124.89,57.2
2027-03-23,117.51,58.98
2027-03-24,120.49,57.06
2027-03-25,117.42,58.56
2027-03-26,117.62,56.27
2027-03-27,128.63,56.74
2027-03-28,125.51,59.55
2027-03-29,128.29,59.52
2027-03-30,131.52,58.98
2027-03-31,124.7,55.22
2027-04-01,119.28,57.0
2027-04-02,113.0,59.88
2027-04-03,129.01,58.81
2027-04-04,126.43,61.13
2027-04-05,128.11,59.22
2027-04-06,126.28,61.93
2027-04-07,118.36,56.37
2027-04-08,113.8,58.24
2027-04-09,121.49,58.41
2027-04-10,130.74,58.32
2027-04-11,133.04,58.17
2027-04-12,132.62,62.8
2027-04-13,127.15,61.51
2027-04-14,127.11,57.69
2027-04-15,120.89,58.11
2027-04-16,124.04,61.61
2027-04-17,131.82,59.24
2027-04-18,131.75,58.88
2027-04-19,132.69,64.06
2027-04-20,134.16,62.76
2027-04-21,127.97,54.72
2027-04-22,119.18,59.81
2027-04-23,127.21,56.4
2027-04-24,133.75,61.83
2027-04-25,126.94,61.43
2027-04-26,137.83,61.27
2027-04-27,131.44,62.74
2027-04-28,129.36,60.11
2027-04-29,124.09,58.6
2027-04-30,122.01,57.59
2027-05-01,133.54,60.86
2027-05-02,134.92,59.83
2027-05-03,129.85,63.66
2027-05-04,130.42,59.53
2027-05-05,118.58,55.93
2027-05-06,115.1,52.78
2027-05-07,113.5,55.26
2027-05-08,137.77,63.61
2027-05-09,141.06,63.87
2027-05-10,134.42,63.94
2027-05-11,134.58,61.65
2027-05-12,131.76,62.53
2027-05-13,125.52,58.79
2027-05-14,124.63,57.73
2027-05-15,138.38,63.37
2027-05-16,134.18,60.68
2027-05-17,136.13,60.32
2027-05-18,142.47,67.3
2027-05-19,131.44,60.39
2027-05-20,122.79,63.14
2027-05-21,124.5,57.82
2027-05-22,131.53,68.23
2027-05-23,127.46,65.43
2027-05-24,143.38,65.51
2027-05-25,138.51,68.67
2027-05-26,142.2,61.22
2027-05-27,122.19,59.97
2027-05-28,131.68,62.07
2027-05-29,145.99,64.94
2027-05-30,143.5,65.73
2027-05-31,140.25,65.1
2027-06-01,144.42,66.32
2027-06-02,135.41,65.15
2027-06-03,129.85,62.27
2027-06-04,131.46,65.53
2027-06-05,139.11,62.77
2027-06-06,141.44,69.43
2027-06-07,138.97,68.23
2027-06-08,140.72,66.2
2027-06-09,135.41,64.34
2027-06-10,130.77,62.84
2027-06-11,138.58,64.68
2027-06-12,144.81,66.93
2027-06-13,146.24,67.05
2027-06-14,145.92,67.72
2027-06-15,142.2,69.78
2027-06-16,153.78,73.14
2027-06-17,156.07,74.0
2027-06-18,151.75,73.47
2027-06-19,145.92,68.12
2027-06-20,146.1,65.17
2027-06-21,140.31,68.56
2027-06-22,143.5,70.68
2027-06-23,135.59,64.35
2027-06-24,133.86,61.23
2027-06-25,141.45,61.46
2027-06-26,140.74,67.33
2027-06-27,140.42,66.62
2027-06-28,144.93,66.75
2027-06-29,138.84,65.84
2027-06-30,133.26,67.06
2027-07-01,132.49,63.92
2027-07-02,136.86,64.69
2027-07-03,139.05,66.45
2027-07-04,140.41,66.63
2027-07-05,143.04,62.87
2027-07-06,138.56,65.54
2027-07-07,139.03,66.11
2027-07-08,128.16,63.7
2027-07-09,135.61,63.31
2027-07-10,141.73,66.54
2027-07-11,135.94,68.34
2027-07-12,135.46,65.41
2027-07-13,140.1,68.47
2027-07-14,133.99,63.61
2027-07-15,129.03,62.08
2027-07-16,123.67,58.53
2027-07-17,134.38,66.75
2027-07-18,139.08,64.17
2027-07-19,138.14,63.74
2027-07-20,132.6,62.72
2027-07-21,132.33,57.51
2027-07-22,130.02,57.93
2027-07-23,124.86,62.88
2027-07-24,137.42,65.34
2027-07-25,133.66,61.71
2027-07-26,133.69,65.57
2027-07-27,134.55,59.52
2027-07-28,130.38,57.85
2027-07-29,116.24,60.29
2027-07-30,130.52,57.56
2027-07-31,132.09,56.98
2027-08-01,123.16,59.45
2027-08-02,131.12,60.31
2027-08-03,127.77,61.62
2027-08-04,120.32,54.96
2027-08-05,116.23,55.99
2027-08-06,119.14,54.57
2027-08-07,125.16,60.13
2027-08-08,127.0,59.65
2027-08-09,126.75,60.53
2027-08-10,124.23,58.28
2027-08-11,122.56,56.47
2027-08-12,115.62,54.52
2027-08-13,120.15,53.77
2027-08-14,127.59,57.86
2027-08-15,120.79,53.21
2027-08-16,114.23,58.19
2027-08-17,121.58,57.26
2027-08-18,117.3,54.07
2027-08-19,110.03,54.02
2027-08-20,117.29,52.37
2027-08-21,126.47,54.92
2027-08-22,121.66,54.14
2027-08-23,120.2,53.13
2027-08-24,121.12,55.8
2027-08-25,110.45,48.46
2027-08-26,108.53,51.56
